
Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 5143.56it/s]
bridge_projection_mode=split true_prelude_lr_groups_available=1
loaded_checkpoint=outputs/stage5/stage5_chain_scaled_corrected_20260702_182827/train/chain_scaled_corrected_depth_le2/unfrozen_recurrent_step_2000.pt loaded_keys=152
checkpoint_lora_key_counts=loaded_lora_keys=0 skipped_lora_keys=0
[assert-ok] bridge_prelude_optimizer_group lr=1.000000e-04 wd=0.000000e+00 tensors=1
step=0 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=4.4502 per_loop_label_active=4.0000 expected_ce=4.4502 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=4.4502 pre_clip_bridge_prelude_grad_rms=0.0739 pre_clip_bridge_state_grad_rms=0.1906 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0027 bridge_prelude_weight_max_abs=0.0142 bridge_state_identity_max_abs_diff=0.0026
step=100 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=1.7879 per_loop_label_active=4.0000 expected_ce=1.7879 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=1.7879 pre_clip_bridge_prelude_grad_rms=0.0094 pre_clip_bridge_state_grad_rms=0.0265 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0028 bridge_prelude_weight_max_abs=0.0154 bridge_state_identity_max_abs_diff=0.0026
step=200 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=2.1461 per_loop_label_active=4.0000 expected_ce=2.1461 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=2.1461 pre_clip_bridge_prelude_grad_rms=0.0075 pre_clip_bridge_state_grad_rms=0.0287 bridge_prelude_grad_cosine_prev=0.4809 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0003 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0029 bridge_prelude_weight_max_abs=0.0158 bridge_state_identity_max_abs_diff=0.0027
step=300 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=1.0146 per_loop_label_active=3.0000 expected_ce=1.0146 target_mean_loops=3.0000 target_loop_abs_error=0.1865 loss=1.0146 pre_clip_bridge_prelude_grad_rms=0.0116 pre_clip_bridge_state_grad_rms=0.0341 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0030 bridge_prelude_weight_max_abs=0.0173 bridge_state_identity_max_abs_diff=0.0027
step=400 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=0.0001 per_loop_label_active=1.0000 expected_ce=0.0001 target_mean_loops=1.0000 target_loop_abs_error=2.1865 loss=0.0001 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0031 bridge_prelude_weight_max_abs=0.0174 bridge_state_identity_max_abs_diff=0.0028
step=500 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=11.2813 per_loop_label_active=4.0000 expected_ce=11.2813 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=11.2813 pre_clip_bridge_prelude_grad_rms=0.0849 pre_clip_bridge_state_grad_rms=0.2466 bridge_prelude_grad_cosine_prev=0.0569 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0032 bridge_prelude_weight_max_abs=0.0179 bridge_state_identity_max_abs_diff=0.0028
step=600 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=2.1865 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0033 bridge_prelude_weight_max_abs=0.0185 bridge_state_identity_max_abs_diff=0.0028
step=700 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=4.3446 per_loop_label_active=4.0000 expected_ce=4.3446 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=4.3446 pre_clip_bridge_prelude_grad_rms=0.2140 pre_clip_bridge_state_grad_rms=0.8405 bridge_prelude_grad_cosine_prev=-0.0666 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0033 bridge_prelude_weight_max_abs=0.0185 bridge_state_identity_max_abs_diff=0.0029
step=800 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=2.1865 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0034 bridge_prelude_weight_max_abs=0.0186 bridge_state_identity_max_abs_diff=0.0029
step=900 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=1.1865 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.1807 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0034 bridge_prelude_weight_max_abs=0.0179 bridge_state_identity_max_abs_diff=0.0029
step=1000 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=0.0000 per_loop_label_active=4.0000 expected_ce=0.0000 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0034 bridge_prelude_weight_max_abs=0.0180 bridge_state_identity_max_abs_diff=0.0029
step=1100 scheduled_loops=4 forward_loops=4 mean_expected_loops=3.1865 mean_halt_entropy=1.0875 per_loop_label_ce=4.9531 per_loop_label_active=4.0000 expected_ce=4.9531 target_mean_loops=4.0000 target_loop_abs_error=0.8135 loss=4.9531 pre_clip_bridge_prelude_grad_rms=0.0677 pre_clip_bridge_state_grad_rms=0.2454 bridge_prelude_grad_cosine_prev=0.0157 bridge_prelude_grad_rms=0.0001 bridge_state_grad_rms=0.0002 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0034 bridge_prelude_weight_max_abs=0.0184 bridge_state_identity_max_abs_diff=0.0029
